SEXO,EDAD,NIVEL_EDUCATIVO,ETNIA,TUVO_TRABAJO,TIPO_TRABAJADOR,BUSCA_OTRO_TRABAJO,NIVEL_OCUPACION,REGISTRO_SUNAT,TAMANO_EMPRESA,QUIERE_MAS_HORAS,LIBROS_CONTABLES,FRECUENCIA_PAGO,INGRESO_PRINCIPAL,LIMIT_MOVIMIENTO,LIMIT_VISION,LIMIT_COMUNICACION,LIMIT_AUDICION,LIMIT_APRENDIZAJE,LIMIT_RELACION,SEGURO_SALUD,DIAS_AUSENTE
1,18,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,16,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,55,5,7,2,,,4,,,,,,,2,1,2,2,2,2,1,2.0
1,49,9,7,2,,,3,,,,,,,2,2,2,2,2,2,1,2.0
1,20,10,7,2,,,4,,,,,,,2,2,2,2,2,2,6,2.0
2,18,6,7,2,,,4,,,,,,,2,2,2,2,2,2,6,2.0
1,15,5,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,24,8,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,53,3,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,19,10,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,36,8,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,78,3,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,15,5,9,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,14,5,9,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,60,9,7,2,,,3,,,,,,,1,2,2,2,2,2,1,2.0
2,26,8,7,2,,,4,,,,,,,2,2,2,2,2,2,6,2.0
2,21,9,7,2,,,2,,,,,,,2,2,2,2,2,2,5,2.0
1,17,6,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,78,9,6,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,18,10,7,2,,,4,,,,,,,2,2,2,2,2,2,6,2.0
2,73,9,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,64,6,7,2,4.0,,4,3.0,1.0,2.0,2.0,,,2,2,2,2,2,2,4,2.0
1,25,10,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,53,6,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,18,6,5,2,,,4,,,,,,,2,2,2,2,2,2,6,2.0
2,87,4,7,2,,,4,,,,,,,2,2,2,1,2,2,1,2.0
2,20,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,59,9,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,18,6,7,2,,,4,,,,,,,2,2,2,2,2,2,6,2.0
2,62,6,7,2,4.0,,1,3.0,1.0,2.0,2.0,,,2,2,2,2,2,2,5,2.0
2,24,6,7,2,,,2,,,,,,,2,2,2,2,2,2,5,2.0
1,70,6,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,15,5,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,14,5,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,77,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,55,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,89,1,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,21,5,9,2,,,2,,,,,,,2,2,2,2,2,2,5,2.0
2,25,9,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,20,6,7,1,9.0,,1,3.0,1.0,2.0,2.0,,,2,2,2,2,2,2,5,2.0
2,17,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,
1,91,11,7,2,,,4,,,,,,,1,2,2,2,2,2,4,2.0
2,85,9,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,20,10,7,2,,,4,,,,,,,2,2,2,2,2,2,6,2.0
2,64,6,7,2,,,4,,,,,,,2,2,2,2,2,2,4,2.0
1,35,10,7,2,,,4,,,,,,,2,2,2,2,2,2,6,2.0
2,21,10,7,2,,,4,,,,,,,2,2,2,2,2,2,6,2.0
2,47,6,7,2,,,3,,,,,,,2,2,2,2,2,2,5,2.0
2,17,6,6,2,,,4,,,,,,,2,2,2,2,2,2,6,2.0
2,17,6,7,2,,,4,,,,,,,2,2,2,2,2,2,6,2.0
2,32,11,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,79,6,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,60,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,69,9,7,2,,,4,,,,,,,2,2,2,2,2,2,1,
1,14,5,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,83,1,1,2,,,4,,,,,,,1,1,2,2,2,2,1,2.0
2,25,10,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,22,6,7,2,,,2,,,,,,,2,2,2,2,2,2,5,2.0
2,68,5,9,2,,,3,,,,,,,2,2,2,2,2,2,1,2.0
2,16,5,6,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,71,12,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,70,6,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,68,8,7,2,,,2,,,,,,,2,2,2,2,2,2,1,2.0
2,15,5,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,65,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,24,10,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,74,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,17,6,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,48,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,88,5,1,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,62,10,9,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,50,10,1,2,,,2,,,,,,,2,2,2,2,2,2,5,2.0
2,54,6,1,2,,,2,,,,,,,2,2,2,2,2,2,5,2.0
2,25,9,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,80,10,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,71,11,7,2,,,4,,,,,,,2,2,2,1,2,2,1,2.0
2,59,9,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,16,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,32,6,7,2,,,4,,,,,,,2,2,2,2,2,2,6,2.0
2,94,1,1,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,86,5,1,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,94,4,7,2,,,4,,,,,,,2,2,2,2,2,2,6,2.0
1,52,10,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,74,5,7,2,,,3,,,,,,,2,2,2,2,2,2,6,2.0
2,65,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,87,1,9,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,64,11,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,33,6,8,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,95,11,9,2,,,4,,,,,,,1,2,2,2,2,2,3,2.0
2,66,3,1,1,4.0,,4,3.0,1.0,1.0,2.0,,,2,2,2,2,2,2,5,2.0
1,70,9,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,60,6,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,98,3,1,2,,,4,,,,,,,1,2,2,2,2,2,5,2.0
2,47,4,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,14,5,7,2,,,4,,,,,,,2,2,2,2,1,2,5,2.0
2,69,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,18,5,7,2,,,2,,,,,,,2,2,2,2,2,2,5,2.0
1,93,6,7,2,,,4,,,,,,,2,2,1,2,2,1,1,2.0
2,87,6,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,62,9,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,30,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,75,4,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,48,5,7,2,,,2,,,,,,,2,2,2,2,2,2,5,2.0
1,14,5,5,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,79,6,9,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,17,6,7,2,,,4,,,,,,,2,2,2,2,2,2,4,2.0
2,15,5,7,2,,,4,,,,,,,2,2,2,2,2,2,4,2.0
1,65,9,7,2,,,3,,,,,,,2,2,2,2,2,2,1,2.0
2,67,6,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,76,9,7,2,,,3,,,,,,,2,2,2,2,2,2,4,2.0
2,68,5,7,2,,,4,,,,,,,2,2,2,2,2,2,4,2.0
1,52,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,14,5,6,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,86,6,1,2,,,4,,,,,,,1,2,2,2,2,2,5,2.0
2,65,6,7,2,,,4,,,,,,,2,2,2,2,2,2,4,2.0
2,80,1,1,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,61,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,55,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,21,10,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,15,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,81,3,7,2,,,4,,,,,,,1,2,1,2,1,1,4,2.0
1,87,9,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,73,4,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,69,5,7,2,,,4,,,,,,,2,2,2,2,2,2,4,2.0
2,59,9,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,36,11,7,2,,,4,,,,,,,2,2,2,2,2,2,4,2.0
2,75,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,69,10,9,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,15,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,60,6,1,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,28,10,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,21,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,79,4,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,22,8,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,15,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,32,6,6,2,,,2,,,,,,,2,2,2,2,2,2,5,2.0
1,21,10,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,14,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,39,5,7,2,,,4,,,,,,,2,2,2,2,2,2,6,2.0
2,16,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,20,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,46,6,1,2,4.0,,4,2.0,1.0,2.0,2.0,,,2,2,2,2,2,2,5,2.0
2,21,10,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,75,6,7,2,,,4,,,,,,,2,2,2,2,2,2,4,2.0
2,17,5,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,16,5,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,64,4,1,2,,,4,,,,,,,2,2,2,2,2,2,6,2.0
2,96,5,6,2,,,4,,,,,,,1,2,2,2,2,2,1,2.0
1,76,9,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,75,11,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,76,4,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,64,3,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,33,8,7,2,,,2,,,,,,,2,2,2,2,2,2,5,2.0
2,61,6,7,2,,,4,,,,,,,2,2,2,2,2,2,6,2.0
1,24,9,7,2,,,2,,,,,,,2,2,2,2,2,2,5,2.0
2,57,5,6,2,,,3,,,,,,,1,2,2,2,2,2,1,2.0
2,17,6,5,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,16,5,7,2,,,4,,,,,,,2,2,2,2,2,2,4,2.0
1,14,5,7,2,,,4,,,,,,,2,2,2,2,2,2,4,2.0
1,75,4,7,2,,,2,,,,,,,2,2,2,2,2,2,1,2.0
2,74,2,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,70,6,6,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,70,8,7,2,,,4,,,,,,,1,2,2,2,2,2,1,2.0
1,73,9,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,67,5,7,2,,,4,,,,,,,2,2,2,2,2,2,3,2.0
2,40,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,59,9,7,2,4.0,,1,2.0,1.0,2.0,2.0,,,2,2,2,2,2,2,1,2.0
1,15,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,14,5,7,1,4.0,,4,2.0,1.0,1.0,2.0,,,2,2,2,2,2,2,5,2.0
2,24,8,7,2,,,2,,,,,,,2,2,2,2,2,2,5,2.0
2,27,10,7,2,,,4,,,,,,,2,2,2,2,2,2,2,2.0
2,65,3,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,82,3,5,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,88,3,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,47,9,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,16,5,7,2,,,2,,,,,,,2,2,2,2,2,2,1,2.0
1,69,6,1,2,,,3,,,,,,,2,2,2,2,2,2,5,2.0
2,55,4,9,2,,,2,,,,,,,2,2,2,2,2,2,5,2.0
2,44,9,7,2,,,2,,,,,,,2,2,2,2,2,2,5,2.0
1,14,5,9,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,19,10,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,25,6,5,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,77,4,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,18,6,7,2,,,4,,,,,,,2,2,2,2,2,2,6,2.0
1,16,6,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,71,3,1,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,34,5,7,1,4.0,,1,3.0,1.0,2.0,2.0,,,2,2,2,2,2,2,5,2.0
1,28,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,14,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,46,6,1,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,17,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,15,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,24,11,7,2,,,2,,,,,,,2,2,2,2,2,2,5,2.0
2,16,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,47,6,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,18,6,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,91,4,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,82,4,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,64,4,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,21,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,50,6,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,33,6,7,2,,,2,,,,,,,2,2,2,2,2,2,5,2.0
1,75,6,7,2,,,4,,,,,,,2,2,2,2,2,2,3,2.0
2,29,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,23,10,7,2,,,4,,,,,,,2,2,2,2,2,2,2,2.0
2,88,4,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,57,12,7,2,,,4,,,,,,,2,2,2,2,2,2,4,2.0
2,16,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,52,5,5,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,16,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,46,6,7,2,,,3,,,,,,,2,2,2,2,2,2,5,2.0
2,14,5,5,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,71,6,1,2,,,2,,,,,,,2,2,2,2,2,2,1,2.0
2,39,5,1,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,80,6,6,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,75,6,6,2,,,4,,,,,,,2,2,2,2,1,2,1,2.0
2,94,4,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,40,6,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,53,10,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,15,5,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,70,11,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,51,11,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,21,10,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,16,5,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,37,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,50,11,9,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,57,6,8,2,,,4,,,,,,,2,2,2,2,2,2,2,2.0
1,53,9,7,2,,,4,,,,,,,2,2,2,2,2,2,4,2.0
2,25,6,7,2,,,4,,,,,,,2,2,2,2,2,1,5,2.0
1,19,10,7,2,,,2,,,,,,,2,2,2,2,2,2,5,2.0
2,34,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,17,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,30,9,7,2,,,4,,,,,,,2,2,2,2,2,2,4,2.0
1,16,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,24,6,7,2,,,2,,,,,,,2,2,2,2,2,2,5,2.0
2,21,6,7,2,,,2,,,,,,,2,2,2,2,2,2,5,2.0
2,19,6,7,2,,,3,,,,,,,2,2,2,2,2,2,5,2.0
1,76,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,32,9,7,2,,,2,,,,,,,2,2,2,2,2,2,6,2.0
2,58,6,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,25,10,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,79,10,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,59,9,9,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,70,6,6,2,,,4,,,,,,,1,2,2,2,2,2,5,2.0
2,26,3,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,23,10,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,58,8,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,57,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,18,10,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,77,3,1,2,,,4,,,,,,,1,2,2,2,2,2,5,2.0
1,75,9,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,37,11,7,2,,,2,,,,,,,2,2,2,2,2,2,5,2.0
2,72,3,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,31,4,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,68,6,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,53,6,1,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,57,9,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,66,8,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,70,6,7,2,,,4,,,,,,,2,2,2,2,2,2,4,2.0
2,66,9,7,2,,,4,,,,,,,2,2,2,2,2,2,4,2.0
2,68,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,16,5,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,55,4,7,2,,,4,,,,,,,1,2,2,2,2,2,5,2.0
2,89,1,7,2,,,4,,,,,,,2,2,2,2,1,2,5,2.0
1,33,5,7,2,,,2,,,,,,,2,2,2,2,2,2,5,2.0
2,29,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,73,6,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,74,6,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,77,5,9,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,64,3,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,32,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,18,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,38,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,89,6,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,74,9,7,2,,,2,,,,,,,2,2,2,2,2,2,5,2.0
2,64,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,20,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,14,5,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,74,5,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,51,6,7,2,,,2,,,,,,,2,2,2,2,2,2,1,2.0
1,94,4,7,2,,,4,,,,,,,1,2,1,2,2,2,1,2.0
2,86,1,7,2,,,4,,,,,,,1,2,2,2,2,2,1,2.0
1,70,11,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,61,6,7,2,,,4,,,,,,,2,2,2,2,2,2,4,2.0
1,97,6,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,21,10,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,14,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,41,11,6,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,38,9,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,47,10,7,2,,,4,,,,,,,2,2,2,2,2,2,4,2.0
1,16,5,7,2,,,4,,,,,,,2,2,2,2,2,2,4,2.0
2,27,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,34,4,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,16,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,15,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,15,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,71,3,1,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,31,6,1,2,,,2,,,,,,,2,2,2,2,2,2,5,2.0
2,77,3,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,71,4,1,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,69,4,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,26,6,7,2,,,2,,,,,,,2,2,2,2,2,2,5,2.0
2,44,6,1,1,4.0,,1,3.0,1.0,2.0,2.0,,,2,2,2,2,2,2,5,2.0
2,23,10,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,19,10,7,2,,,4,,,,,,,2,2,2,2,2,2,4,2.0
2,17,6,7,2,,,4,,,,,,,2,2,2,2,2,2,4,2.0
2,20,11,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,64,6,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,29,9,5,2,,,2,,,,,,,2,2,2,2,2,2,5,2.0
2,59,6,7,2,,,4,,,,,,,2,2,2,2,2,1,5,2.0
1,54,6,7,2,,,4,,,,,,,2,2,2,2,1,2,5,2.0
2,50,9,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,18,10,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,15,5,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,73,11,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,66,11,8,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,59,8,7,2,,,3,,,,,,,2,2,2,2,2,2,5,2.0
2,75,6,1,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,53,8,1,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,15,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,60,1,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,51,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,15,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,22,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,82,6,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,15,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,77,6,1,2,,,4,,,,,,,1,1,2,2,2,2,1,2.0
1,69,6,7,2,,,4,,,,,,,1,2,2,2,2,2,1,2.0
2,32,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,14,5,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,15,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,18,6,7,2,,,4,,,,,,,2,2,2,2,2,2,6,2.0
2,91,6,7,2,,,4,,,,,,,2,2,2,2,1,1,1,2.0
2,28,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,18,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,76,6,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,20,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,38,4,1,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,61,9,9,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,28,10,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,54,10,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,19,8,9,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,21,10,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,58,1,1,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,36,8,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
1,16,5,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,30,3,9,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,62,6,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
2,88,5,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,20,6,7,2,,,4,,,,,,,2,2,2,2,2,2,6,2.0
1,14,5,7,2,,,4,,,,,,,2,2,2,2,2,2,1,2.0
1,24,10,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,46,6,1,1,4.0,,1,3.0,1.0,1.0,2.0,,,2,2,2,2,2,2,5,2.0
2,37,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,46,6,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,37,9,7,2,,,4,,,,,,,2,2,2,2,2,2,5,2.0
2,16,5,9,2,,,4,,,,,,,2,2,2,2,2,2,6,2.0
